,Description,Price,Sq_feet
6673,(1 RK) Studio Apartment for rent in NGO Colony,4000,300
6674,2 BHK Residential Apartment for rent in Madhapur,20000,1200
6675,2 BHK Residential Apartment for rent in Hi-Tech City,16500,900
6676,2 Bedroom Independent House for rent in Nizampet,13900,1350
6677,4 Bedroom Independent House for rent in Nallagandla,25000,2250
6678,(1 RK) Studio Apartment for rent in Saket,6000,750
6679,2 BHK Residential Apartment for rent in Raghavendra Colony,25000,1275
6680,2 BHK Residential Apartment for rent in Gowlidoddy,18000,1400
6681,2 BHK Residential Apartment for rent in Gowlidoddy,18000,1400
6682,2 BHK Residential Apartment for rent in Gowlidoddy,18000,1400
6683,2 BHK Residential Apartment for rent in Financial District,32000,1275
6684,2 BHK Residential Apartment for rent in Financial District,15000,1150
6685,2 BHK Residential Apartment for rent in Puppalaguda,32000,1314
6686,1 Bedroom Independent House for rent in Ramanthapur,4000,500
6687,2 BHK Independent Builder Floor for rent in Ramchandrapuram,10000,900
6688,1 BHK Independent Builder Floor for rent in Sitaphalmandi,4500,500
6689,2 BHK Residential Apartment for rent in Nizampet,10000,1025
6690,2 BHK Residential Apartment for rent in Gachibowli,32000,1275
6691,2 BHK Residential Apartment for rent in Dinakar Nagar Colony,10000,813
6692,2 Bedroom Independent House for rent in Tarnaka,13500,1152
6693,3 Bedroom Independent House for rent in YousufGuda,37000,6000
6694,2 BHK Residential Apartment for rent in Manikonda,19000,1237
6695,1 BHK Independent Builder Floor for rent in KPHB,8500,1400
6696,2 BHK Independent Builder Floor for rent in Madinaguda,16000,1060
6697,1 BHK Residential Apartment for rent in YousufGuda,7000,600
6698,2 BHK Residential Apartment for rent in Nizampet,11000,950
6699,3 BHK Residential Apartment for rent in Hafeezpet,26000,1490
6700,1 BHK Residential Apartment for rent in Kondapur,6500,670
6701,4 Bedroom Independent House for rent in Sail Colony,40000,250
6702,3 BHK Residential Apartment for rent in Jubilee Hills,25000,1800
6703,2 BHK Residential Apartment for rent in Jubilee Hills,24000,1200
6704,2 BHK Residential Apartment for rent in Jubilee Hills,15000,1050
6705,1 BHK Residential Apartment for rent in Jubilee Hills,8000,650
6706,3 BHK Residential Apartment for rent in Gachibowli,35000,1860
6707,3 BHK Residential Apartment for rent in Gachibowli,35000,1860
6708,2 BHK Residential Apartment for rent in Manikonda,26000,1270
6709,3 BHK Residential Apartment for rent in Osman Nagar,16000,1560
6710,3 BHK Residential Apartment for rent in Financial District,28000,1198
6711,2 BHK Residential Apartment for rent in Manikonda,20000,1500
6712,2 BHK Residential Apartment for rent in Jubilee Hills,19000,1000
6713,2 Bedroom Independent House for rent in Mushk Mahal,10000,900
6714,2 BHK Residential Apartment for rent in Madinaguda,14000,1010
6715,2 BHK Residential Apartment for rent in Gandhi Nagar,10000,700
6716,2 Bedroom Independent House for rent in kuntloor,8000,1250
6717,2 BHK Residential Apartment for rent in Jubilee Hills,15000,1150
6718,2 BHK Residential Apartment for rent in Srinagar Colony,14000,1050
6719,3 BHK Independent Builder Floor for rent in Kondapur,16000,1308
6720,2 BHK Residential Apartment for rent in Bachupally,18000,1250
6721,3 Bedroom Independent House for rent in Mallampet,20000,168
6722,2 BHK Residential Apartment for rent in Muppas Panchavati Colony,16500,1320
6723,3 BHK Residential Apartment for rent in Nizampet,22000,1050
6724,1 BHK Residential Apartment for rent in Kukatpally,11000,700
6725,2 Bedroom Independent House for rent in Beeramguda,8500,1250
6726,1 BHK Residential Apartment for rent in Sainikpuri,7500,680
6727,1 BHK Residential Apartment for rent in Dr A.S Rao Nagar,7500,650
6728,3 BHK Residential Apartment for rent in Vittal Rao Nagar,40000,2033
6729,3 BHK Residential Apartment for rent in Lakdi-Ka-Pool,25000,1650
6730,3 BHK Residential Apartment for rent in Puppalaguda,20000,1330
6731,2 Bedroom Independent House for rent in Trimulgherry,8500,800
6732,2 Bedroom Independent House for rent in Nagaram,6500,1000
6733,2 Bedroom Independent House for rent in Nagaram,6500,1000
6734,1 Bedroom Independent House for rent in Boduppal,5000,150
6735,3 BHK Residential Apartment for rent in Manikonda,20000,1855
6736,2 BHK Residential Apartment for rent in Khajaguda,22000,1053
6737,4 Bedroom Farm house for rent in Bowenpally,32000,3000
6738,2 Bedroom Independent House for rent in Ram Nagar,15000,1250
6739,2 BHK Independent Builder Floor for rent in Tirumala Nagar,9500,895
6740,4 Bedroom Independent House for rent in Kokapet,1.1,4000
6741,2 BHK Residential Apartment for rent in Gouthami Enclave,20000,1198
6742,2 BHK Independent Builder Floor for rent in Nagole,13000,1400
6743,2 Bedroom Independent House for rent in Nagaram,8000,1629
6744,2 BHK Residential Apartment for rent in Secretariat Employees Colony,14000,1170
6745,5 Bedroom Independent House for rent in Jupiter Colony,30000,2500
6746,1 BHK Residential Apartment for rent in Nallagandla,14000,1110
6747,2 BHK Residential Apartment for rent in Begumpet,17000,963
6748,2 BHK Residential Apartment for rent in Dilsukh Nagar,10000,800
6749,2 BHK Residential Apartment for rent in Kondapur,23000,1200
6750,1 Bedroom Independent House for rent in Beeramguda,6500,1650
6751,1 BHK Independent Builder Floor for rent in Kukatpally,12000,750
6752,3 BHK Residential Apartment for rent in Begumpet,28000,1650
6753,2 BHK Residential Apartment for rent in Begumpet,20000,1212
6754,1 BHK Residential Apartment for rent in Ameerpet,8400,600
6755,2 BHK Residential Apartment for rent in Sanjeeva Reddy Nagar,12000,1100
6756,2 Bedroom Independent House for rent in Deepthisri Nagar,11000,1260
6757,2 Bedroom Independent House for rent in Old Alwal,14500,1400
6758,2 BHK Residential Apartment for rent in Vittal Rao Nagar,32000,1222
6759,2 BHK Residential Apartment for rent in Vittal Rao Nagar,32000,1222
6760,2 Bedroom Independent House for rent in Mallampet,9500,900
6761,1 Bedroom Independent House for rent in Pragathi Nagar,8500,1800
6762,5 Bedroom Independent House for rent in Vasanth Vihar Colony,30000,2700
6763,2 BHK Residential Apartment for rent in HMT Swarnapuri Colony,12500,1155
6764,1 BHK Independent Builder Floor for rent in Ramanthapur,5000,280
6765,3 BHK Residential Apartment for rent in Puppalaguda,37500,1834
6766,2 BHK Residential Apartment for rent in Dynamics Colony,15000,43560
6767,2 BHK Independent Builder Floor for rent in Old Alwal,12000,1200
6768,3 BHK Residential Apartment for rent in Hafeezpet,27000,1800
6769,3 BHK Residential Apartment for rent in Nallagandla,22000,1660
6770,3 BHK Residential Apartment for rent in Czech Colony,25000,1445
6771,2 BHK Residential Apartment for rent in Shilpa Hills,24000,1250
6772,2 Bedroom Independent House for rent in Maruthi Nagar,15000,2250
6773,1 Bedroom Independent House for rent in 2nd Phase KPHB,12000,600
6774,2 BHK Independent Builder Floor for rent in Alwal,10000,1500
6775,3 BHK Residential Apartment for rent in Financial District,32000,1198
6776,2 BHK Residential Apartment for rent in Kokapet,22500,1420
6777,3 BHK Residential Apartment for rent in Khajaguda,30000,1950
6778,3 Bedroom Independent House for rent in Sainikpuri,25000,3600
6779,3 BHK Residential Apartment for rent in Financial District,25000,1400
6780,2 BHK Residential Apartment for rent in Prashanth Hills,29500,1400
6781,3 BHK Independent Builder Floor for rent in Gachibowli,18000,2000
6782,2 BHK Residential Apartment for rent in 5th Phase KPHB,40000,2259
6783,1 Bedroom Independent House for rent in Nallagandla,9500,580
6784,3 BHK Residential Apartment for rent in Ameerpet,25000,1464
6785,3 BHK Residential Apartment for rent in Ameerpet,25000,1464
6786,2 BHK Residential Apartment for rent in pjr stadium back side line chandanagar,10000,650
6787,2 BHK Residential Apartment for rent in Vinayak Nagar,22000,1200
6788,2 BHK Independent Builder Floor for rent in Chilkalguda,16000,999
6789,1 BHK Residential Apartment for rent in Narsingi,10000,350
6790,2 Bedroom Independent House for rent in Miyapur,12000,1100
6791,1 Bedroom Independent House for rent in Puppalaguda,9500,700
6792,1 BHK Residential Apartment for rent in YousufGuda,8000,600
6793,2 BHK Residential Apartment for rent in Nacharam,12000,915
6794,3 BHK Residential Apartment for rent in Dilsukh Nagar,35000,1600
6795,3 BHK Residential Apartment for rent in Miyapur,30000,2240
6796,3 BHK Residential Apartment for rent in Gachibowli,30000,1685
6797,3 BHK Residential Apartment for rent in Manikonda,50000,2536
6798,2 BHK Independent Builder Floor for rent in Hafeezpet,15500,1200
6799,5 Bedroom Independent House for rent in Road No. 12,1.5,3950
6800,2 BHK Independent Builder Floor for rent in Pragathi Nagar,9000,650
6801,2 BHK Residential Apartment for rent in Chandanagar,16000,1060
6802,2 BHK Residential Apartment for rent in Kondapur,21000,8000
6803,2 BHK Independent Builder Floor for rent in West Marredpally,13000,750
6804,2 BHK Independent Builder Floor for rent in West Marredpally,13000,800
6805,4 Bedroom Independent House for rent in Bachupally,15000,1800
6806,1 BHK Residential Apartment for rent in Aziz Bagh Colony,10000,1000
6807,2 BHK Residential Apartment for rent in Financial District,30000,1280
6808,3 BHK Serviced Apartment for rent in Financial District,79000,1745
6809,2 Bedroom Independent House for rent in Old Alwal,9000,110
6810,2 BHK Residential Apartment for rent in YousufGuda,22000,1300
6811,2 BHK Residential Apartment for rent in YousufGuda,22000,1300
6812,2 Bedroom Independent House for rent in Miyapur,10000,1000
6813,2 BHK Residential Apartment for rent in Nallagandla,25000,1100
6814,2 Bedroom Independent House for rent in Mallampet,9500,1305
6815,2 BHK Residential Apartment for rent in P Janardhan Reddy Nagar,19000,1036
6816,(1 RK) Studio Apartment for rent in Banjara hills,12500,600
6817,2 Bedroom Independent House for rent in Chandanagar,11000,1197
6818,2 Bedroom Independent House for rent in Raghavendra Colony,22000,1200
6819,2 BHK Residential Apartment for rent in Kondapur,20000,1800
6820,3 BHK Residential Apartment for rent in Miyapur,22000,1540
6821,2 BHK Residential Apartment for rent in Kukatpally,15000,1620
6822,2 BHK Residential Apartment for rent in Manikonda,19000,1200
6823,2 BHK Residential Apartment for rent in Manikonda,15000,1250
6824,3 BHK Residential Apartment for rent in Kollur,18000,2010
6825,1 BHK Residential Apartment for rent in YousufGuda,7000,580
6826,1 Bedroom Independent House for rent in Ameerpet,7500,600
6827,1 BHK Residential Apartment for rent in Road no 3,25000,1000
6828,3 BHK Residential Apartment for rent in Gachibowli,25000,1695
6829,1 Bedroom Independent House for rent in Arunodaya Nagar Colony,2200,720
6830,2 BHK Residential Apartment for rent in Tolichowki,13000,1350
6831,3 BHK Residential Apartment for rent in P Janardhan Reddy Nagar,30000,1800
6832,2 Bedroom Independent House for rent in Kondapur,20000,1700
6833,1 BHK Residential Apartment for rent in Vivekanand Nagar,5000,500
6834,2 Bedroom Independent House for rent in Mallampet,10500,850
6835,1 Bedroom Independent House for rent in LB Nagar,5000,400
6836,2 BHK Residential Apartment for rent in Gachibowli,22500,1250
6837,2 BHK Residential Apartment for rent in Gachibowli,22500,1250
6838,2 BHK Residential Apartment for rent in Attapur,20000,1175
6839,2 BHK Residential Apartment for rent in Miyapur,23000,1325
6840,1 Bedroom Independent House for rent in Sai Krishna Colony,6000,180
6841,3 BHK Independent Builder Floor for rent in Vanasthalipuram,8500,1000
6842,2 Bedroom Independent House for rent in Hayathnagar,9500,1450
6843,3 BHK Residential Apartment for rent in Kokapet,30000,1805
6844,2 BHK Residential Apartment for rent in Kukatpally,13000,1326
6845,3 BHK Serviced Apartment for rent in road no 3 opp,10000,1450
6846,2 BHK Residential Apartment for rent in Prakasam Pantulu Nagar,9000,950
6847,2 BHK Residential Apartment for rent in Nallagandla,35000,1260
6848,2 Bedroom Independent House for rent in Hayathnagar,8500,1503
6849,2 Bedroom Independent House for rent in Beeramguda,8000,1000
6850,2 BHK Residential Apartment for rent in Somajiguda,17000,1001
6851,2 BHK Residential Apartment for rent in Srinagar Colony,20000,1000
6852,3 BHK Residential Apartment for rent in Alwal,17000,1684
6853,2 BHK Independent Builder Floor for rent in Pragathi Nagar,12000,1100
6854,3 Bedroom Independent House for rent in Patancheru,14000,1700
6855,3 BHK Residential Apartment for rent in Gajulramaram,17000,1716
6856,2 BHK Residential Apartment for rent in Nizampet,14000,1045
6857,2 BHK Residential Apartment for rent in Kondapur,18000,1500
6858,3 BHK Residential Apartment for rent in Raghavendra Colony,21500,1850
6859,2 BHK Residential Apartment for rent in Kondapur,25000,1110
6860,3 BHK Residential Apartment for rent in Madhapur,50000,2150
6861,2 BHK Residential Apartment for rent in Serlingampally,17000,1050
6862,1 Bedroom Independent House for rent in Uppal,6800,600
6863,1 Bedroom Independent House for rent in Uppal,6800,600
6864,1 Bedroom Independent House for rent in Uppal,6800,600
6865,3 BHK Residential Apartment for rent in Gandhi Nagar,27000,1800
6866,2 BHK Residential Apartment for rent in Rajarajeshwari Nagar,17000,1500
6867,3 BHK Residential Apartment for rent in Peeramcheru,21000,1575
6868,3 BHK Residential Apartment for rent in Gachibowli,38000,1750
6869,1 BHK Residential Apartment for rent in Yellareddyguda,12000,700
6870,2 BHK Residential Apartment for rent in Financial District,23000,970
6871,2 BHK Residential Apartment for rent in Pragathi Nagar,13000,1225
6872,2 BHK Residential Apartment for rent in Shaikpet,12500,1100
6873,2 Bedroom Independent House for rent in Sun City,13000,210
6874,2 BHK Residential Apartment for rent in Patancheru,8000,1000
6875,3 BHK Residential Apartment for rent in Beeramguda,16000,1530
6876,3 BHK Residential Apartment for rent in Begumpet,17000,1500
6877,3 BHK Residential Apartment for rent in Uppal,18000,1545
6878,"3 BHK Residential Apartment for rent in Adjacent to Aparna Sarovar, Nallagandla, Gachibowl, Hyderabad",26000,1634
6879,1 BHK Residential Apartment for rent in Anjaiah Nagar,6000,300
6880,3 BHK Residential Apartment for rent in Manikonda,31000,2068
6881,3 BHK Residential Apartment for rent in Erram Manzil Colony,40000,2100
6882,2 BHK Residential Apartment for rent in Hi-Tech City,32000,1178
6883,3 Bedroom Independent House for rent in Gopanapalli Thanda,40000,3550
6884,2 Bedroom Independent House for rent in Maruthi Nagar,10500,2400
6885,2 BHK Residential Apartment for rent in Himayat Nagar,20000,850
6886,2 BHK Residential Apartment for rent in Bandlaguda,15000,1100
6887,3 BHK Residential Apartment for rent in Gachibowli,24000,1935
6888,3 BHK Residential Apartment for rent in Shirdi Sai Nagar,23000,1560
6889,3 BHK Residential Apartment for rent in Shirdi Sai Nagar,23000,1560
6890,2 BHK Independent Builder Floor for rent in RP Road,13000,1300
6891,3 BHK Residential Apartment for rent in P Janardhan Reddy Nagar,20000,1895
6892,2 BHK Residential Apartment for rent in Suvarna Valley,10000,1300
6893,2 BHK Residential Apartment for rent in Chandanagar,14000,1100
6894,2 Bedroom Independent House for rent in Miyapur,13000,220
6895,3 BHK Residential Apartment for rent in Pocharam,15000,1360
6896,2 BHK Independent Builder Floor for rent in OU Colony,12500,1200
6897,3 BHK Residential Apartment for rent in East Marredpally,18000,1300
6898,1 Bedroom Independent House for rent in Huda Colony,6000,400
6899,3 Bedroom Independent House for rent in Nizampet,28000,2300
6900,1 BHK Residential Apartment for rent in Safilguda,7500,700
6901,3 BHK Residential Apartment for rent in Alkapuri,22000,1963
6902,2 Bedroom Independent House for rent in Nagole,10500,1100
6903,4 BHK Residential Apartment for rent in Telecom Nagar,46000,2610
6904,1 BHK Independent Builder Floor for rent in HMT Hills,7500,900
6905,1 BHK Residential Apartment for rent in Ameerpet,5000,610
6906,2 BHK Residential Apartment for rent in Ameerpet,11000,1000
6907,1 BHK Residential Apartment for rent in Ameerpet,7000,650
6908,2 BHK Residential Apartment for rent in Marredpally,13000,1150
6909,2 BHK Residential Apartment for rent in Sri Balaji Layout,16000,1050
6910,1 Bedroom Independent House for rent in Beeramguda,6000,650
6911,2 BHK Residential Apartment for rent in Kokapet,20000,1325
6912,2 BHK Residential Apartment for rent in Nizampet,30000,1280
6913,3 BHK Residential Apartment for rent in Madhapur,55000,3253
6914,2 BHK Residential Apartment for rent in Hyderguda,26000,1100
6915,2 BHK Residential Apartment for rent in Hyderguda,26000,1100
6916,2 BHK Residential Apartment for rent in Hyderguda,26000,1100
6917,2 BHK Residential Apartment for rent in Mokila,13000,1287
6918,2 Bedroom Independent House for rent in Al Hasnath Colony,12000,750
6919,2 BHK Residential Apartment for rent in Lakshmi Priya Colony,23000,1497
6920,3 BHK Residential Apartment for rent in Financial District,40000,1907
6921,(1 RK) Studio Apartment for rent in Banjara hills,15000,550
6922,3 BHK Residential Apartment for rent in Sanath Nagar,43000,1685
6923,3 BHK Residential Apartment for rent in Hafeezpet,27500,1490
6924,2 BHK Residential Apartment for rent in Nallagandla,18500,1250
6925,3 BHK Residential Apartment for rent in Kukatpally,14000,1350
6926,3 Bedroom Independent House for rent in Nagaram,8500,927
6927,2 BHK Independent Builder Floor for rent in Miyapur,10000,1000
6928,2 BHK Residential Apartment for rent in Pragathi Nagar,11300,1000
6929,2 BHK Independent Builder Floor for rent in Saidabad,7000,1300
6930,2 BHK Residential Apartment for rent in Sri Ramnagar,20000,1100
6931,1 Bedroom Independent House for rent in Padma Rao nagar,7500,750
6932,1 BHK Independent Builder Floor for rent in Gajulramaram,6500,750
6933,1 BHK Residential Apartment for rent in Banjarahills road no 14,9000,450
6934,2 BHK Residential Apartment for rent in Shaikpet,17000,1100
6935,2 BHK Residential Apartment for rent in Kukatpally,17000,1150
6936,1 BHK Residential Apartment for rent in Shaikpet,6500,700
6937,2 BHK Residential Apartment for rent in Manikonda,15000,1175
6938,1 BHK Independent Builder Floor for rent in Kushaiguda,5500,650
6939,2 BHK Residential Apartment for rent in Vanasthalipuram,9000,1100
6940,2 BHK Independent Builder Floor for rent in Dilsukh Nagar,8000,600
6941,2 BHK Independent Builder Floor for rent in Dilsukh Nagar,8000,600
6942,1 Bedroom Independent House for rent in Lingampally,5000,400
6943,3 BHK Residential Apartment for rent in Gopanpally,25000,1495
6944,2 BHK Residential Apartment for rent in Kondapur,16000,1000
6945,3 BHK Residential Apartment for rent in Kukatpally,26000,1900
6946,5 Bedroom Independent House for rent in Banjara hills,65000,1000
6947,2 BHK Independent Builder Floor for rent in Kondapur,15000,800
6948,2 BHK Residential Apartment for rent in Kondapur,22000,1300
6949,2 BHK Residential Apartment for rent in Sanjeeva Reddy Nagar,30000,1150
6950,2 BHK Residential Apartment for rent in Gopanpally,19000,1110
6951,2 BHK Residential Apartment for rent in Vanasthalipuram,12000,1000
6952,2 Bedroom Independent House for rent in Alwal,8500,1200
6953,2 Bedroom Independent House for rent in Uppal,11000,1350
6954,2 Bedroom Independent House for rent in Attapur,15000,1200
6955,3 BHK Residential Apartment for rent in P Janardhan Reddy Nagar,45000,2365
6956,2 BHK Residential Apartment for rent in Nizampet,12000,1040
6957,3 Bedroom Independent House for rent in Nizampet,30000,2250
6958,2 BHK Residential Apartment for rent in Mayuri Nagar,12500,1104
6959,2 Bedroom Independent House for rent in Osman Nagar,8500,1620
6960,2 BHK Residential Apartment for rent in Pragathi Nagar,13000,1085
6961,1 Bedroom Independent House for rent in Puppalaguda,9500,1800
6962,1 Bedroom Independent House for rent in Chandanagar,7500,2700
6963,3 BHK Residential Apartment for rent in Gachibowli,34000,1835
6964,2 BHK Residential Apartment for rent in Chandanagar,18000,1255
6965,3 BHK Residential Apartment for rent in Kokapet,35000,1610
6966,2 BHK Independent Builder Floor for rent in Kukatpally,12500,900
6967,2 BHK Independent Builder Floor for rent in Kukatpally,12500,900
6968,2 Bedroom Independent House for rent in Miraj Colony,12000,1000
6969,3 Bedroom Independent House for rent in Beeramguda,15000,1500
6970,3 BHK Residential Apartment for rent in Hi-Tech City,31000,1396
6971,3 BHK Independent Builder Floor for rent in Jubilee Hills,1.25,3600
6972,2 BHK Residential Apartment for rent in Kompally,14000,1135
6973,2 Bedroom Independent House for rent in BHEL Enclave,10000,1100
6974,2 Bedroom Independent House for rent in Lingampally,13500,1000
6975,1 BHK Residential Apartment for rent in Kondapur,7000,800
6976,3 BHK Residential Apartment for rent in Financial District,65000,2800
6977,1 BHK Residential Apartment for rent in Musheerabad,8200,900
6978,1 BHK Independent Builder Floor for rent in Sanjeeva Reddy Nagar,5000,700
6979,2 BHK Residential Apartment for rent in Mallapur,8000,1128
6980,1 BHK Residential Apartment for rent in YousufGuda,8000,620
6981,2 BHK Residential Apartment for rent in Mallapur,11500,1135
6982,2 BHK Residential Apartment for rent in Secretariat Colony,14000,1000
6983,2 BHK Residential Apartment for rent in Banjara hills,14000,700
6984,2 Bedroom Independent House for rent in Manikonda,18000,1000
6985,2 BHK Residential Apartment for rent in Mallapur,10500,1134
6986,2 BHK Residential Apartment for rent in Mallapur,11000,1134
6987,3 BHK Residential Apartment for rent in Manikonda,25000,1700
6988,3 BHK Residential Apartment for rent in Kushaiguda,16000,1220
6989,1 BHK Independent Builder Floor for rent in Manikonda,11000,1570
6990,2 BHK Residential Apartment for rent in KPHB,18000,1000
6991,3 BHK Independent Builder Floor for rent in Tolichowki,16000,1300
6992,3 BHK Residential Apartment for rent in Kukatpally,18000,1680
6993,3 BHK Residential Apartment for rent in Kukatpally,18000,1680
6994,3 BHK Residential Apartment for rent in Kondapur,24000,1600
6995,3 BHK Residential Apartment for rent in Nallagandla,21000,1340
6996,3 BHK Residential Apartment for rent in Laxmi Nagar,30000,2200
6997,2 Bedroom Independent House for rent in Manikonda,13000,1450
6998,3 BHK Residential Apartment for rent in Nallagandla,15000,1125
6999,2 Bedroom Independent House for rent in Yapral,10000,1500
7000,2 Bedroom Independent House for rent in Gajulramaram,9500,952
7001,3 BHK Residential Apartment for rent in Himayat Nagar,25000,1500
7002,2 BHK Residential Apartment for rent in Mallampet,8500,1050
7003,1 Bedroom Independent House for rent in Medipally,6000,600
7004,2 Bedroom Independent House for rent in Medipally,8000,1000
7005,1 Bedroom Independent House for rent in Allwyn Colony,8000,650
7006,2 BHK Residential Apartment for rent in Kondapur,17500,1300
7007,2 Bedroom Independent House for rent in Srinivasa Colony,7800,140
7008,2 BHK Residential Apartment for rent in Suchitra,19000,1072
7009,3 BHK Residential Apartment for rent in Banjara hills,22000,1500
7010,1 BHK Residential Apartment for rent in Shirdi Sai Nagar,7000,300
7011,3 BHK Residential Apartment for rent in Jubilee Hills,65000,2110
7012,3 Bedroom Independent House for rent in Kapra,25000,2095
7013,3 BHK Residential Apartment for rent in Srinivasa Nagar West,45000,1460
7014,2 Bedroom Independent House for rent in Rampally,6500,1100
7015,4 BHK Residential Apartment for rent in Narsingi,1.5,5440
7016,1 BHK Residential Apartment for rent in Hi-Tech City,18000,2000
7017,2 BHK Residential Apartment for rent in Raghavendra Colony,15000,1000
7018,2 BHK Residential Apartment for rent in KTR Colony,10000,1000
7019,2 BHK Residential Apartment for rent in KTR Colony,10000,1000
7020,2 BHK Residential Apartment for rent in Narsingi,9500,730
7021,2 BHK Residential Apartment for rent in Kokapet,25000,1270
7022,2 BHK Residential Apartment for rent in Siddhi Vinayak Nagar,27000,2000
7023,2 BHK Residential Apartment for rent in gokul plots,8000,800
7024,1 BHK Residential Apartment for rent in Raniganj,7000,350
7025,2 BHK Residential Apartment for rent in Rasoolpura,15000,900
7026,2 BHK Residential Apartment for rent in Miyapur,15000,1150
7027,3 BHK Residential Apartment for rent in Vittal Rao Nagar,72000,2595
7028,2 Bedroom Independent House for rent in Begumpet,11500,600
7029,4 Bedroom Independent House for rent in Gaghan Pahad,16000,2500
7030,2 BHK Residential Apartment for rent in Gopanpally,15000,805
7031,2 Bedroom Independent House for rent in Miyapur,12000,1100
7032,3 BHK Residential Apartment for rent in Dilsukh Nagar,20000,1650
7033,1 BHK Residential Apartment for rent in Marthanda Nagar,5000,500
7034,1 BHK Residential Apartment for rent in Ameerpet,7600,612
7035,2 BHK Independent Builder Floor for rent in Deepthisri Nagar,10000,800
7036,2 BHK Independent Builder Floor for rent in sanathnagar,16000,15
7037,2 BHK Residential Apartment for rent in Kondapur,10000,2700
7038,1 BHK Residential Apartment for rent in Kondapur,10000,1000
7039,1 Bedroom Independent House for rent in Annapurna Colony,2200,70
7040,2 BHK Residential Apartment for rent in Kukatpally,32000,1216
7041,5 Bedroom Independent House for rent in Samata Colony,25000,850
7042,2 BHK Residential Apartment for rent in Sitaphalmandi,11000,800
7043,2 BHK Residential Apartment for rent in Manikonda,16000,1187
7044,2 BHK Independent Builder Floor for rent in Uppal,9000,800
7045,2 BHK Independent Builder Floor for rent in Uppal,9000,800
7046,2 BHK Independent Builder Floor for rent in Uppal,9000,800
7047,1 BHK Residential Apartment for rent in Lingampally,8500,520
7048,1 Bedroom Independent House for rent in Old Bowenpally,7500,370
7049,3 BHK Residential Apartment for rent in Kothaguda,28000,1585
7050,3 BHK Residential Apartment for rent in KPHB,20000,1500
7051,2 BHK Independent Builder Floor for rent in Jeedimetla,12000,1218
7052,2 BHK Residential Apartment for rent in Attapur,12000,11250
7053,2 Bedroom Independent House for rent in Surya Hills,9000,1800
7054,3 BHK Residential Apartment for rent in Hi-Tech City,30000,1300
7055,1 Bedroom Independent House for rent in Begumpet,8000,400
7056,1 Bedroom Independent House for rent in Beeramguda,6000,600
7057,2 Bedroom Independent House for rent in Osmania University Teachers Colony,25000,330
7058,3 Bedroom Independent House for rent in Osmania University Teachers Colony,30000,350
7059,2 BHK Independent Builder Floor for rent in Madinaguda,14000,1100
7060,2 BHK Residential Apartment for rent in Sainikpuri,9500,902
7061,4 Bedroom Independent House for rent in Gandipet,95000,350
7062,2 BHK Residential Apartment for rent in Kukatpally,16000,1250
7063,2 BHK Residential Apartment for rent in Pragathi Nagar,10500,1050
7064,1 Bedroom Independent House for rent in Bachupally,7000,700
7065,2 BHK Residential Apartment for rent in Narsingi,30000,1391
7066,4 Bedroom Independent House for rent in Shamshabad,35000,3400
7067,1 BHK Independent Builder Floor for rent in Boduppal,6500,700
7068,1 BHK Independent Builder Floor for rent in Rahmat Nagar,6000,400
7069,2 BHK Independent Builder Floor for rent in Alwal,12000,1500
7070,1 BHK Independent Builder Floor for rent in Ammenpur,6500,550
7071,1 BHK Independent Builder Floor for rent in Ammenpur,6500,550
7072,2 Bedroom Independent House for rent in Mallampet,11500,1467
7073,4 Bedroom Independent House for rent in Kondapur,45000,3000
7074,2 Bedroom Independent House for rent in Alwal,16500,2250
7075,1 Bedroom Independent House for rent in Alwal,7500,1800
7076,3 Bedroom Independent House for rent in Bandam Kommu,35000,3000
7077,3 Bedroom Independent House for rent in Aminpur,11000,2394
7078,3 BHK Residential Apartment for rent in Nallagandla,23000,1564
7079,2 Bedroom Independent House for rent in Rampally,8000,1503
7080,2 Bedroom Independent House for rent in Chandanagar,10000,140
7081,2 Bedroom Independent House for rent in Chaitanyapuri,12000,1080
7082,2 BHK Residential Apartment for rent in Manikonda,20000,1180
7083,3 BHK Residential Apartment for rent in opp to KPHB COLONY,17000,1395
7084,2 BHK Residential Apartment for rent in KPHB,22000,1010
7085,3 Bedroom Independent House for rent in Kokapet,28000,1885
7086,2 BHK Residential Apartment for rent in Kondapur,20000,1089
7087,2 BHK Independent Builder Floor for rent in Malkajgiri,9000,1000
7088,2 BHK Residential Apartment for rent in Financial District,19000,988
7089,2 BHK Residential Apartment for rent in Gachibowli,22000,1239
7090,2 BHK Residential Apartment for rent in Manikonda,18000,1315
7091,2 BHK Independent Builder Floor for rent in Miyapur,13000,1400
7092,1 BHK Residential Apartment for rent in Gandhi Nagar,3500,300
7093,2 BHK Residential Apartment for rent in Bachupally,8500,1175
7094,2 BHK Residential Apartment for rent in Begumpet,12000,900
7095,2 BHK Residential Apartment for rent in Borabanda,8000,700
7096,2 BHK Independent Builder Floor for rent in Peerzadiguda,7500,1250
7097,2 BHK Independent Builder Floor for rent in Peerzadiguda,7500,1250
7098,3 BHK Residential Apartment for rent in Suchitra,30000,1970
7099,3 BHK Independent Builder Floor for rent in Golconda Fort Area,7500,1485
7100,3 BHK Residential Apartment for rent in Nanakramguda,55000,1925
7101,2 BHK Residential Apartment for rent in Bolarum,9000,1000
7102,4 Bedroom Independent House for rent in Beeramguda,15000,2300
